001,00014567,000,,4
001,00014567,009,,1
001,00015590,0005,,2
001,00015590,0000,,1
001,00009906,0007,,2
001,00000406,0024,,3
001,00009906,0020,,3
001,00005282,0019,,3
001,00005282,0010,,2
001,00000406,0010,,2
001,00007122,0004,,3
001,00007122,0016,,3
