001,00014567,008
001,00014567,001
001,00014567,003
001,00000406,0011
001,00007122,0014
001,00007122,0012
001,00009906,0002
001,00015590,0004
001,00015590,0007
001,00005282,0008
001,00000406,0014
001,00005282,0012
