001,00000003,01,05,04,00
001,00000003,01,11,34,14
001,00000003,01,09,00,00
001,00000003,01,07,10,00
001,00000003,01,09,24,00
002,00000002,01,04,03,00
001,00000003,01,00,00,00
001,00000003,01,04,02,00
001,00000003,01,06,09,03
001,00000004,01,05,04,00
001,00000004,01,09,18,00
001,00000003,01,04,01,00
001,00000004,01,03,00,00
002,00000002,01,07,14,00
