001,00016002,10,009,020,,193001,193001
001,00014567,02,002,005,,193001,193001
001,00000406,08,010,068,,199708,200112
001,00007122,09,053,111,,200304,200405
001,00015590,07,017,029,,199003,199412
001,00009906,06,012,219,,200007,200105
001,00005282,05,012,166,,198905,199209
