001,00014567,020,03,234234,01/01/1930,01/01/1930,,343,03,,,
001,00009906,046,04,CONGRESO DE INFORMATICA,25/03/2006,27/03/2006,,7,03,,,
001,00015590,018,02,LEGISLACION LABORAL,13/05/1996,23/10/1996,,40,02,,,
001,00005282,007,03,INTELIGENCIA EMOCIONAL,17/04/1996,29/08/1996,,35,02,,,
001,00000406,072,02,COMO REDUCIR EL CONSUMO DE MEDICAMENTOS,21/06/2003,05/11/2003,,60,02,,,
001,00007122,034,02,ATENCION AL CLIENTE,13/09/2010,16/09/2010,,25,04,,,
